To	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
forgot	WORD	NOSPACE 
.	PUNCTUATION	NOSPACE ENDOFSENTENCE 

)	PUNCTUATION	BEGINOFSENTENCE 
By	WORD	
the	WORD	
way	WORD	NOSPACE 
,	PUNCTUATION	
if	WORD	
you	WORD	
answer	WORD	
'	PUNCTUATION	NOSPACE 
I	WORD	
forget	WORD	NOSPACE 
'	PUNCTUATION	
to	WORD	
(	PUNCTUATION	NOSPACE 
2	NUMBER	NOSPACE 
)	PUNCTUATION	NOSPACE 
,	PUNCTUATION	
it	WORD	
means	WORD	
you	WORD	
ca	SUFFIX	
n't	SUFFIX	
remember	WORD	
whether	WORD	
you	WORD	
shut	WORD	
the	WORD	
window	WORD	
or	WORD	
not	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

Possibly	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
a	WORD	
panelist	WORD	
who	WORD	
works	WORD	
in	WORD	
this	WORD	
area	WORD	
can	WORD	
shed	WORD	
a	WORD	
bit	WORD	
more	WORD	
light	WORD	
on	WORD	
the	WORD	
question	WORD	
for	WORD	
you	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

Jim	WORD	BEGINOFSENTENCE ENDOFSENTENCE NEWPARAGRAPH 

James	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
L.	INITIAL	
Fidelholtz	WORD	ENDOFSENTENCE 

Posgrado	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
en	WORD	
Ciencias	WORD	
del	WORD	
Lenguaje	WORD	ENDOFSENTENCE 

Instituto	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
de	WORD	
Ciencias	WORD	
Sociales	WORD	
y	WORD	
Humanidades	WORD	ENDOFSENTENCE 

Benemérita	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
Universidad	WORD	
Autónoma	WORD	
de	WORD	
Puebla	WORD	NOSPACE 
,	PUNCTUATION	
México	WORD	ENDOFSENTENCE 

Well	WORD	NOSPACE BEGINOFSENTENCE NEWPARAGRAPH 
,	PUNCTUATION	
as	WORD	
before	WORD	NOSPACE 
,	PUNCTUATION	
I	WORD	
would	WORD	
not	WORD	
use	WORD	
the	WORD	
have	WORD	NOSPACE 
...-	PUNCTUATION-MULTI	NOSPACE 
en	WORD	
in	WORD	
your	WORD	
case	WORD	
two	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

Id	WORD	BEGINOFSENTENCE 
simply	WORD	
say	WORD	
what	WORD	
you	WORD	
have	WORD	
there	WORD	
--	PUNCTUATION-MULTI	
"	PUNCTUATION	NOSPACE 
I	WORD	
forgot	WORD	NOSPACE 
.	PUNCTUATION	NOSPACE ENDOFSENTENCE 

"	PUNCTUATION	BEGINOFSENTENCE 
I	WORD	
think	WORD	
the	WORD	
present	WORD	
perfect	WORD	
sounds	WORD	
very	WORD	
odd	WORD	
there	WORD	
--	PUNCTUATION-MULTI	
perhaps	WORD	
due	WORD	
to	WORD	
what	WORD	
a	WORD	
colleague	WORD	
pointed	WORD	
out	WORD	
---	PUNCTUATION-MULTI	
that	WORD	
it	WORD	
is	WORD	
oxymoronic	WORD	
--	PUNCTUATION-MULTI	
a	WORD	
contradition	WORD	
in	WORD	
terms	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

One	WORD	BEGINOFSENTENCE 
you	WORD	
have	WORD	
remembered	WORD	
on	WORD	
your	WORD	
own	WORD	
or	WORD	
have	WORD	
as	WORD	
in	WORD	
this	WORD	
instance	WORD	
been	WORD	
reminded	WORD	NOSPACE 
,	PUNCTUATION	
you	WORD	
havent	WORD	
any	WORD	
longer	WORD	
forgotten	WORD	
so	WORD	
in	WORD	
the	WORD	
present	WORD	NOSPACE 
,	PUNCTUATION	
you	WORD	
remember	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

Remember	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
that	WORD	
"	PUNCTUATION	NOSPACE 
present	WORD	NOSPACE 
"	PUNCTUATION	
is	WORD	
very	WORD	
elusive	WORD	
and	WORD	
what	WORD	
it	WORD	
means	WORD	
depends	WORD	
in	WORD	
good	WORD	
measure	WORD	
on	WORD	
the	WORD	
kind	WORD	
and	WORD	
nature	WORD	
of	WORD	
activity	WORD	
one	WORD	
is	WORD	
reporting	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

'	PUNCTUATION	NOSPACE BEGINOFSENTENCE 
fade	WORD	NOSPACE 
'	PUNCTUATION	
for	WORD	
instance	WORD	
is	WORD	
a	WORD	
gradual	WORD	
activity	WORD	NOSPACE 
,	PUNCTUATION	
but	WORD	
remembering	WORD	
and	WORD	
forgetting	WORD	
and	WORD	
undergoing	WORD	
reminding	WORD	NOSPACE 
,	PUNCTUATION	
or	WORD	
having	WORD	
something	WORD	
recalled	WORD	
to	WORD	
memory	WORD	
are	WORD	
rather	WORD	
instantaneous	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

They	WORD	BEGINOFSENTENCE 
are	WORD	
inherently	WORD	
sort	WORD	
of	WORD	
"	PUNCTUATION	NOSPACE 
completive	WORD	NOSPACE 
"	PUNCTUATION	
or	WORD	
"	PUNCTUATION	NOSPACE 
perfective	WORD	NOSPACE 
"	PUNCTUATION	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

Now	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
for	WORD	
your	WORD	
first	WORD	
one	WORD	
--	PUNCTUATION-MULTI	
the	WORD	
so-called	WORD-COMPOUND	
"	PUNCTUATION	NOSPACE 
present	WORD	
tense	WORD	NOSPACE 
"	PUNCTUATION	
in	WORD	
English	WORD	
is	WORD	
in	WORD	
general	WORD	
really	WORD	
a	WORD	
"	PUNCTUATION	NOSPACE 
non-past	WORD-COMPOUND	NOSPACE 
"	PUNCTUATION	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

I	WORD	BEGINOFSENTENCE 
easily	WORD	
and	WORD	
readily	WORD	
and	WORD	
often	WORD	
refers	WORD	
to	WORD	
future	WORD	
time	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

My	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
train	WORD	
leaves	WORD	
next	WORD	
week	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

I.e.	ABBREVIATION	BEGINOFSENTENCE NEWPARAGRAPH 
English	WORD	NOSPACE 
,	PUNCTUATION	
like	WORD	
Japanese	WORD	NOSPACE 
,	PUNCTUATION	
has	WORD	
only	WORD	
two	WORD	
true	WORD	
tenses	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

A	WORD	BEGINOFSENTENCE 
tense	WORD	
corresponding	WORD	
fairly	WORD	
closely	WORD	
to	WORD	
V-ru	WORD-COMPOUND	
and	WORD	
a	WORD	
tense	WORD	
corresponding	WORD	
fairly	WORD	
closely	WORD	
to	WORD	
V-ta	WORD-COMPOUND	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

Then	WORD	BEGINOFSENTENCE 
our	WORD	
progressive	WORD	
and	WORD	
perfects	WORD	
sometimes	WORD	
translate	WORD	
the	WORD	
Japanese	WORD	
resultant	WORD	
V-de	WORD-COMPOUND	
i	WORD	NOSPACE 
/	PUNCTUATION	
a-ru	WORD-COMPOUND	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

Soo	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
---	PUNCTUATION-MULTI	
in	WORD	
general	WORD	
the	WORD	
nonpast	WORD	
(	PUNCTUATION	NOSPACE 
so	WORD	
called	WORD	
"	PUNCTUATION	NOSPACE 
present	WORD	NOSPACE 
"	PUNCTUATION	NOSPACE 
)	PUNCTUATION	
cannot	WORD	
refer	WORD	
to	WORD	
a	WORD	
past	WORD	
action	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

However	WORD	NOSPACE BEGINOFSENTENCE 
,	PUNCTUATION	
there	WORD	
is	WORD	
a	WORD	
style	WORD	
called	WORD	
the	WORD	
"	PUNCTUATION	NOSPACE 
historical	WORD	
present	WORD	NOSPACE 
"	PUNCTUATION	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

In	WORD	BEGINOFSENTENCE 
a	WORD	
narrative	WORD	NOSPACE 
,	PUNCTUATION	
i.e.	ABBREVIATION	
a	WORD	
story	WORD	
--	PUNCTUATION-MULTI	
written	WORD	
or	WORD	
spoken	WORD	
--	PUNCTUATION-MULTI	
the	WORD	
simple	WORD	
"	PUNCTUATION	NOSPACE 
present	WORD	NOSPACE 
"	PUNCTUATION	NOSPACE 
,	PUNCTUATION	
i.e.	ABBREVIATION	
nonpast	WORD	
can	WORD	
be	WORD	
and	WORD	
often	WORD	
is	WORD	
used	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

In	WORD	BEGINOFSENTENCE 
the	WORD	
Ouachita	WORD	
Mountains	WORD	
and	WORD	
Arkansas	WORD	
River	WORD	
Valley	WORD	
of	WORD	
West	WORD	
Arkansas	WORD	
and	WORD	
Eastern	WORD	
Oklahoma	WORD	NOSPACE 
,	PUNCTUATION	
the	WORD	
shift	WORD	
into	WORD	
"	PUNCTUATION	NOSPACE 
historical	WORD	
present	WORD	NOSPACE 
"	PUNCTUATION	
is	WORD	
a	WORD	
good	WORD	
sign	WORD	
that	WORD	
the	WORD	
speaker	WORD	
is	WORD	
in	WORD	
narrative	WORD	
mode	WORD	
and	WORD	
you	WORD	
can	WORD	
watch	WORD	
for	WORD	
a	WORD	
joke	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

But	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
--	PUNCTUATION-MULTI	
as	WORD	
I	WORD	
also	WORD	
noted	WORD	
a	WORD	
few	WORD	
days	WORD	
ago	WORD	NOSPACE 
,	PUNCTUATION	
I	WORD	
have	WORD	
heard	WORD	
"	PUNCTUATION	NOSPACE 
I	WORD	
forget	WORD	NOSPACE 
"	PUNCTUATION	
in	WORD	
nonnarrative	WORD	
speech	WORD	
widely	WORD	
in	WORD	
the	WORD	
Cincinnati	WORD	NOSPACE 
,	PUNCTUATION	
Ohio	WORD	
area	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

And	WORD	BEGINOFSENTENCE 
my	WORD	
colleague	WORD	
Suzette	WORD	
Elgin	WORD	
reported	WORD	
that	WORD	
she	WORD	
can	WORD	
do	WORD	
that	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

She	WORD	BEGINOFSENTENCE 
is	WORD	
from	WORD	
the	WORD	
same	WORD	
general	WORD	
dialect	WORD	
group	WORD	
area	WORD	
I	WORD	
am	WORD	
but	WORD	
a	WORD	
bit	WORD	
to	WORD	
the	WORD	
North	WORD	
up	WORD	
in	WORD	
Missouri	WORD	
in	WORD	
the	WORD	
Ozarks	WORD	
proper	WORD	
and	WORD	
its	WORD	
interesting	WORD	
that	WORD	
our	WORD	
systems	WORD	
differ	WORD	NOSPACE 
,	PUNCTUATION	
at	WORD	
least	WORD	
with	WORD	
respect	WORD	
to	WORD	
this	WORD	
verb	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

However	WORD	NOSPACE BEGINOFSENTENCE NEWPARAGRAPH 
,	PUNCTUATION	
it	WORD	
could	WORD	
also	WORD	
be	WORD	
found	WORD	
in	WORD	
the	WORD	
speech	WORD	
of	WORD	
19th	NUMBER-ORDINAL	
century	WORD	
England	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

In	WORD	BEGINOFSENTENCE 
his	WORD	
play	WORD	
The	WORD	
Mikado	WORD	NOSPACE 
,	PUNCTUATION	
Sir	WORD	
Wm	WORD	
Gilbert	WORD	
has	WORD	
the	WORD	
Emperor	WORD	
of	WORD	
Japan	WORD	
say	WORD	
this	WORD	
line	WORD	NOSPACE 
:	PUNCTUATION	ENDOFSENTENCE 

"	PUNCTUATION	NOSPACE BEGINOFSENTENCE NEWPARAGRAPH 
I	WORD	
forget	WORD	
the	WORD	
punishment	WORD	
due	WORD	
compassing	WORD	
the	WORD	
death	WORD	
of	WORD	
the	WORD	
Heir	WORD	
Apparent	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

I	WORD	BEGINOFSENTENCE 
know	WORD	
it	SUFFIX	
's	SUFFIX	
something	WORD	
humerous	WORD	NOSPACE 
,	PUNCTUATION	
either	WORD	
boiling	WORD	
oil	WORD	
or	WORD	
melted	WORD	
lead	WORD	NOSPACE 
!	PUNCTUATION	NOSPACE ENDOFSENTENCE 

"	PUNCTUATION	BEGINOFSENTENCE ENDOFSENTENCE 

I	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
would	WORD	
have	WORD	
to	WORD	
say	WORD	
"	PUNCTUATION	NOSPACE 
I	WORD	
have	WORD	
forgotten	WORD	
the	WORD	
punishment	WORD	NOSPACE 
....	PUNCTUATION-MULTI	NOSPACE ENDOFSENTENCE 

"	PUNCTUATION	NOSPACE BEGINOFSENTENCE 
.	PUNCTUATION	ENDOFSENTENCE 

U	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
of	WORD	
Cincinnati	WORD	ENDOFSENTENCE 

Dept	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
of	WORD	
Anthropology	WORD	ENDOFSENTENCE 

As	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
we	WORD	
said	WORD	
before	WORD	NOSPACE 
,	PUNCTUATION	
this	WORD	
is	WORD	
a	WORD	
very	WORD	
difficult	WORD	
issue	WORD	NOSPACE 
,	PUNCTUATION	
and	WORD	
speakers	WORD	
vary	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

Clear	WORD	BEGINOFSENTENCE 
guidance	WORD	
is	WORD	
not	WORD	
possible	WORD	
because	WORD	
usage	WORD	
is	WORD	
variable	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

In	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
(	PUNCTUATION	NOSPACE 
1	NUMBER	NOSPACE 
)	PUNCTUATION	
I	WORD	
could	WORD	
answer	WORD	
either	WORD	
'	PUNCTUATION	NOSPACE 
I	WORD	
forget	WORD	NOSPACE 
'	PUNCTUATION	
or	WORD	
'	PUNCTUATION	NOSPACE 
I	WORD	
have	WORD	
forgotten	WORD	NOSPACE 
'	PUNCTUATION	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

The	WORD	BEGINOFSENTENCE 
act	WORD	
of	WORD	
forgetting	WORD	
is	WORD	
current	WORD	
--	PUNCTUATION-MULTI	
if	WORD	
I	WORD	
remember	WORD	
I	WORD	NOSPACE 
'	PUNCTUATION	NOSPACE 
ll	WORD	
tell	WORD	
you	WORD	
the	WORD	
title	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

In	WORD	BEGINOFSENTENCE NEWPARAGRAPH 
(	PUNCTUATION	NOSPACE 
2	NUMBER	NOSPACE 
)	PUNCTUATION	
I	WORD	
could	WORD	
answer	WORD	
either	WORD	
'	PUNCTUATION	NOSPACE 
I	WORD	
forget	WORD	NOSPACE 
'	PUNCTUATION	
or	WORD	
'	PUNCTUATION	NOSPACE 
I	WORD	
have	WORD	
forgotten	WORD	NOSPACE 
'	PUNCTUATION	
where	WORD	
what	WORD	
I	WORD	
have	WORD	
forgotten	WORD	
is	WORD	
whether	WORD	
I	WORD	
have	WORD	
shut	WORD	
the	WORD	
window	WORD	
or	WORD	
not	WORD	NOSPACE 
.	PUNCTUATION	ENDOFSENTENCE 

But	WORD	BEGINOFSENTENCE 
if	WORD	
I	WORD	
did	WORD	
not	WORD	
shut	WORD	
